index,state,item,file,result,type,fp_result,fp_gpt,fp_message,ds_result,llama_result,qwen_result,no_static_result,repair_result,fp_no_static
111,loop variable,Cache array length outside of loop,src/entities/Operator.sol,true,2.9,fn,fn,fn,true,true,true,false,false
112,loop variable,Cache array length outside of loop,src/entities/SlasherLib.sol,true,2.9,fn,fn,fp,true,true,true,true,true
113,loop variable,Cache array length outside of loop,src/utils/CommonUtils.sol,true,2.9,fn,fp,fn,true,true,true,true,true
114,efficient calculation,Use calldata instead of memory for function arguments that do not get mutated,src/Core.sol,true,3.1,fn,fn,fn,true,true,true,true,true
115,efficient calculation,Use calldata instead of memory for function arguments that do not get mutated,src/Core.sol,true,3.1,fn,fp,fp,true,true,true,true,true
116,efficient calculation,Use calldata instead of memory for function arguments that do not get mutated,src/Core.sol,true,3.1,fn,fn,fp,true,true,true,true,true
117,efficient calculation,Use calldata instead of memory for function arguments that do not get mutated,src/Core.sol,true,3.1,fn,fp,fp,true,true,true,true,true
118,efficient calculation,Use calldata instead of memory for function arguments that do not get mutated,src/entities/CoreLib.sol,true,3.1,fn,fn,fn,true,true,true,true,true
119,efficient calculation,Use calldata instead of memory for function arguments that do not get mutated,src/entities/Operator.sol,true,3.1,fn,fn,fp,true,true,true,false,false
120,efficient calculation,Use calldata instead of memory for function arguments that do not get mutated,src/entities/SlasherLib.sol,true,3.1,fn,fn,fn,true,true,true,false,false
121,efficient calculation,Use calldata instead of memory for function arguments that do not get mutated,src/entities/SlasherLib.sol,true,3.1,fn,fn,fn,true,true,true,true,true
122,efficient calculation,Use calldata instead of memory for function arguments that do not get mutated,src/Vault.sol,true,3.1,fn,fn,fn,true,true,true,true,true
123,expression reduction,Use Custom Errors instead of Revert Strings to save Gas,src/entities/MerkleProofs.sol,partially true,1.2,fn,fn,fn,true,true,true,false,false
124,expression reduction,State variables only set in the constructor should be declared immutable,src/Querier.sol,true,3.3,fn,fn,fn,true,true,true,false,false
125,expression reduction,Functions guaranteed to revert when called by normal users can be marked payable,src/Core.sol,true,1.1,fn,fp,fn,true,false,true,true,true
133,efficient calculation,++i costs less gas compared to i++ or i += 1 (same for --i vs i-- or i -= 1)&Using unchecked blocks to save gas,src/Core.sol,true false,2.3 2.2,fn fp,fn fn,fn fp,true false,true false,true false,false false,false false
134,efficient calculation,++i costs less gas compared to i++ or i += 1 (same for --i vs i-- or i -= 1),src/NativeVault.sol,false,2.3,fn,fp,fp,false,false,false,true,true
135,efficient calculation,++i costs less gas compared to i++ or i += 1 (same for --i vs i-- or i -= 1)&Using unchecked blocks to save gas,src/Querier.sol,true true,2.3 2.3,fn fn,fp fp,fn fp,true true,true false,true false,true false,true false
136,efficient calculation,++i costs less gas compared to i++ or i += 1 (same for --i vs i-- or i -= 1),src/SlashingHandler.sol,true true,2.3 2.2,fn fn,fn fn,fn fp,true true,true false,true false,true,true
137,efficient calculation,++i costs less gas compared to i++ or i += 1 (same for --i vs i-- or i -= 1),src/entities/CoreLib.sol,true,2.3,fn,fn,fn,true,true,true,false,false
138,efficient calculation,++i costs less gas compared to i++ or i += 1 (same for --i vs i-- or i -= 1)&Using unchecked blocks to save gas,src/entities/Operator.sol,true true,2.3 2.2,fn fn,fn fn,fn fp,true true,true false,true false,true false,true false
139,efficient calculation,++i costs less gas compared to i++ or i += 1 (same for --i vs i-- or i -= 1)&Using unchecked blocks to save gas,src/utils/CommonUtils.sol,true false,2.3 2.2,fn fn,fp fp,fp fp,true true,true false,true false,true false,true false
140,expression reduction,Using private rather than public for constants saves gas,src/Core.sol,false,2.5,fp,fn,fn,true,true,true,true,true
141,expression reduction,Using private rather than public for constants saves gas,src/Querier.sol,true,2.5,fn,fn,fn,true,true,true,true,true
142,expression reduction,Using private rather than public for constants saves gas,src/SlashingHandler.sol,true,2.5,fn,fn,fp,true,true,true,true,true
143,expression reduction,Using private rather than public for constants saves gas,src/Vault.sol,true,2.5,fn,fn,fn,true,true,true,true,true
144,efficient calculation,Use shift right/left instead of division/multiplication if possible,src/entities/BeaconProofsLib.sol,partially true,2.6,fn,fn,fp,false,true,false,false,false
145,efficient calculation,Use shift right/left instead of division/multiplication if possible,src/entities/HookLib.sol,false,2.6,fn,fn,fn,false,false,false,true,false
146,efficient calculation,Use shift right/left instead of division/multiplication if possible,src/entities/MerkleProofs.sol,true,2.6,fn,fn,fn,true,true,true,false,false
147,expression reduction,Cache array length outside of loop,src/entities/SlasherLib.sol,true,2.9,fn,fn,fn,true,true,true,true,true
148,expression reduction,Cache array length outside of loop,src/entities/MerkleProofs.sol,true,2.9,fn,fn,fn,true,true,true,true,true
149,expression reduction,Cache array length outside of loop,src/utils/CommonUtils.sol,true,2.9,fn,fn,fn,true,true,true,true,true
150,efficient calculation,Using unchecked blocks to save gas[Increments/decrements can be unchecked in for-loops],src/NativeVault.sol#L144,false,2.2,fn,fp,fp,true,false,false,false,false
151,efficient calculation,Using unchecked blocks to save gas[Increments/decrements can be unchecked in for-loops],src/SlashingHandler.sol,true,2.2,fn,fp,fp,true,false,false,false,false
152,redundancy operation,Avoid declaring unused variables or unused internal function,src/entities/BeaconProofsLib.sol,true,1.3,fn,fn,fn,true,true,true,false,false
153,redundancy operation,Avoid declaring unused variables or unused internal function,src/entities/BeaconProofsLib.sol,true,1.3,fn,fn,fn,true,true,true,false,false
154,redundancy operation,Avoid declaring unused variables or unused internal function,src/entities/BeaconProofsLib.sol,true,1.3,fn,fn,fn,true,true,true,false,false
155,redundancy operation,Avoid declaring unused variables or unused internal function,src/entities/CoreLib.sol,true,1.3,fn,fn,fn,true,true,true,false,false
156,redundancy operation,Avoid declaring unused variables or unused internal function,src/entities/HookLib.sol,true,1.3,fn,fn,fn,true,true,true,false,false
